"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
03.06.2020 02:40,344.00,9.20,2.20,7.7,5.8,1025.2
03.06.2020 03:40,346.00,9.20,2.12,7.1,5.7,1025.5
03.06.2020 04:40,345.00,8.20,1.98,8.3,5.5,1025.8
03.06.2020 05:40,348.00,8.70,1.93,7.7,5.5,1026.2
03.06.2020 06:40,349.00,8.90,1.86,7.1,5.3,1026.3
03.06.2020 07:40,351.00,8.10,1.78,7.7,5.3,1026.2
03.06.2020 08:40,352.00,8.70,1.89,7.7,5.5,1025.6
03.06.2020 09:40,346.00,8.20,1.80,8.3,5.4,1024.9
03.06.2020 10:40,345.00,8.60,1.77,8.3,5.5,1024.6
03.06.2020 11:40,352.00,7.50,1.68,7.1,5.5,1024.5
03.06.2020 12:40,347.00,8.00,1.79,7.7,5.6,1024.3
03.06.2020 13:40,346.00,8.30,1.75,7.7,5.3,1024.6
03.06.2020 14:40,353.00,8.60,1.72,8.3,5.3,1024.8
03.06.2020 15:40,349.00,8.40,1.79,7.1,5.6,1025.0
03.06.2020 16:40,1.00,8.70,1.74,7.1,5.5,1025.3
03.06.2020 17:40,357.00,9.00,1.76,7.7,5.5,1025.3
03.06.2020 18:40,358.00,8.60,1.83,7.7,5.3,1025.5
03.06.2020 19:40,353.00,8.30,1.75,7.1,5.1,1025.7
03.06.2020 20:40,359.00,8.40,1.72,6.7,5.2,1025.4
03.06.2020 21:40,354.00,8.70,1.71,14.8,5.3,1025.2
03.06.2020 22:40,358.00,9.10,1.74,13.8,5.2,1024.8
03.06.2020 23:40,354.00,9.20,1.71,13.8,5.2,1024.8
04.06.2020 00:40,2.00,8.40,1.80,7.1,5.3,1024.5
04.06.2020 01:40,1.00,8.10,1.57,13.8,5.3,1024.1
04.06.2020 02:40,358.00,7.80,1.77,12.9,5.8,1024.1
04.06.2020 03:40,2.00,8.30,1.85,12.9,5.9,1023.9
04.06.2020 04:40,355.00,8.70,2.08,12.9,6.2,1024.0
04.06.2020 05:40,359.00,8.50,2.10,7.7,6.1,1024.1
04.06.2020 06:40,356.00,8.90,1.99,12.9,5.8,1023.9
04.06.2020 07:40,358.00,8.70,2.03,12.1,5.9,1023.7
04.06.2020 08:40,356.00,8.40,2.04,12.1,6.0,1023.3
04.06.2020 09:40,355.00,8.10,2.10,12.1,6.0,1022.9
04.06.2020 10:40,350.00,8.30,2.11,12.9,6.1,1022.6
04.06.2020 11:40,350.00,8.10,2.16,8.3,6.0,1022.3
04.06.2020 12:40,349.00,8.20,2.22,8.3,6.2,1022.0
04.06.2020 13:40,350.00,7.60,2.28,12.1,6.3,1021.9
04.06.2020 14:40,348.00,7.80,2.42,7.7,6.4,1021.8
04.06.2020 15:40,344.00,6.70,2.27,7.7,6.3,1021.8
04.06.2020 16:40,343.00,6.60,2.37,7.7,6.5,1021.8
04.06.2020 17:40,338.00,6.90,2.25,8.3,6.5,1021.7
04.06.2020 18:40,332.00,8.10,2.02,8.3,6.2,1021.6
04.06.2020 19:40,342.00,7.50,2.05,12.9,6.3,1021.1
04.06.2020 20:40,345.00,7.20,2.08,12.9,6.4,1020.9
04.06.2020 21:40,341.00,6.40,1.91,12.1,6.5,1020.5
04.06.2020 22:40,350.00,5.90,1.83,12.9,6.3,1020.2
04.06.2020 23:40,341.00,4.40,1.83,12.9,6.7,1019.7
05.06.2020 00:40,347.00,5.90,2.12,12.9,7.3,1019.3
05.06.2020 01:40,339.00,5.00,1.78,12.1,6.8,1018.7
05.06.2020 02:40,324.00,6.20,2.07,12.1,6.9,1018.3
05.06.2020 03:40,319.00,4.90,2.31,12.9,7.4,1017.9
05.06.2020 04:40,323.00,5.80,2.10,12.9,7.1,1017.9
05.06.2020 05:40,319.00,6.10,1.99,12.1,7.0,1017.9
05.06.2020 06:40,314.00,6.60,1.74,12.9,6.3,1017.6
05.06.2020 07:40,312.00,6.80,2.07,12.1,6.9,1017.0
05.06.2020 08:40,310.00,7.30,2.04,12.9,6.8,1016.6
05.06.2020 09:40,309.00,7.00,1.98,12.1,6.7,1016.2
05.06.2020 10:40,306.00,6.60,2.05,12.1,7.1,1015.7
05.06.2020 11:40,310.00,6.20,2.03,12.1,6.9,1015.6
05.06.2020 12:40,306.00,6.30,2.14,12.1,7.3,1015.4
05.06.2020 13:40,305.00,5.40,2.00,12.1,7.2,1015.2
05.06.2020 14:40,292.00,4.20,2.07,12.1,7.4,1015.0
05.06.2020 15:40,265.00,3.70,2.11,17.4,7.5,1015.0
05.06.2020 16:40,255.00,4.70,2.09,12.1,7.3,1015.0
05.06.2020 17:40,245.00,5.30,2.19,12.1,7.5,1014.7
05.06.2020 18:40,256.00,7.10,1.99,16.0,7.3,1014.8
05.06.2020 19:40,291.00,8.00,1.74,11.4,6.3,1014.8
05.06.2020 20:40,283.00,6.50,1.90,10.8,6.8,1014.8
05.06.2020 21:40,303.00,8.40,1.94,16.0,6.5,1014.6
05.06.2020 22:40,293.00,8.10,2.01,16.0,6.3,1014.7
05.06.2020 23:40,289.00,9.30,1.98,16.0,6.1,1014.6
06.06.2020 00:40,292.00,9.10,1.98,16.0,6.0,1014.7
06.06.2020 01:40,305.00,8.80,2.14,16.0,6.2,1014.6
06.06.2020 02:40,308.00,9.10,2.05,16.0,5.8,1015.1
06.06.2020 03:40,328.00,11.10,2.27,6.7,5.9,1015.8
06.06.2020 04:40,330.00,10.60,2.53,7.7,6.1,1016.3
06.06.2020 05:40,328.00,10.40,2.64,16.0,6.2,1017.2
06.06.2020 06:40,327.00,10.00,2.49,7.1,6.1,1017.7
06.06.2020 07:40,324.00,9.20,2.65,7.7,6.5,1018.0
06.06.2020 08:40,323.00,8.90,2.57,16.0,6.5,1018.1
06.06.2020 09:40,320.00,9.30,2.43,6.7,6.3,1018.1
06.06.2020 10:40,320.00,10.20,2.49,7.7,6.4,1018.3
06.06.2020 11:40,322.00,9.20,2.54,7.7,6.2,1018.6
06.06.2020 12:40,314.00,10.40,2.53,16.0,6.4,1018.9
06.06.2020 13:40,316.00,10.00,2.41,8.3,6.3,1019.7
06.06.2020 14:40,311.00,8.90,2.30,6.7,6.1,1020.1
06.06.2020 15:40,310.00,8.60,2.53,7.1,6.4,1020.5
06.06.2020 16:40,319.00,8.20,2.63,7.7,6.3,1021.2
06.06.2020 17:40,311.00,8.60,2.43,8.3,6.4,1021.5
06.06.2020 18:40,317.00,8.20,2.16,7.7,6.1,1021.9
06.06.2020 19:40,309.00,9.30,2.30,14.8,6.0,1022.3
06.06.2020 20:40,314.00,9.20,2.28,8.3,6.0,1022.7
06.06.2020 21:40,309.00,9.00,2.39,8.3,6.1,1022.9
06.06.2020 22:40,315.00,8.60,2.28,8.3,6.0,1023.3
06.06.2020 23:40,311.00,8.00,2.27,8.3,6.2,1023.4
07.06.2020 00:40,307.00,8.50,2.36,8.3,6.3,1023.5
07.06.2020 01:40,312.00,8.70,2.26,8.3,6.2,1023.6
07.06.2020 02:40,319.00,8.30,2.30,8.3,6.3,1023.8
07.06.2020 03:40,324.00,8.20,2.52,7.7,6.5,1024.0
07.06.2020 04:40,317.00,9.50,2.40,8.3,6.4,1024.2
07.06.2020 05:40,317.00,9.10,2.33,9.1,6.1,1024.8
07.06.2020 06:40,313.00,9.40,2.29,9.1,6.1,1024.9
07.06.2020 07:40,322.00,9.00,2.62,9.1,6.4,1025.0
07.06.2020 08:40,322.00,8.90,2.42,8.3,6.4,1025.2
07.06.2020 09:40,322.00,8.50,2.20,8.3,5.9,1025.2
07.06.2020 10:40,313.00,8.80,2.33,8.3,6.2,1025.0
07.06.2020 11:40,315.00,8.50,2.49,9.1,6.3,1025.0
07.06.2020 12:40,326.00,8.70,2.31,9.1,6.4,1025.4
07.06.2020 13:40,324.00,8.70,2.42,9.1,6.4,1025.8
07.06.2020 14:40,324.00,8.20,2.56,8.3,6.5,1026.2
07.06.2020 15:40,331.00,8.60,2.74,9.1,6.6,1026.6
07.06.2020 16:40,328.00,8.50,2.70,9.1,6.8,1027.2
07.06.2020 17:40,331.00,7.20,2.79,9.1,6.7,1027.5
07.06.2020 18:40,328.00,7.20,2.50,10.0,6.8,1027.9
07.06.2020 19:40,336.00,7.40,2.59,9.1,7.0,1028.4
07.06.2020 20:40,332.00,7.00,2.44,10.0,7.0,1028.4
07.06.2020 21:40,337.00,7.00,2.28,10.0,6.9,1028.7
07.06.2020 22:40,338.00,6.90,2.25,10.8,6.8,1028.8
07.06.2020 23:40,348.00,6.20,2.22,9.1,6.7,1028.7
08.06.2020 00:40,339.00,6.30,2.36,9.1,7.0,1028.7
08.06.2020 01:40,338.00,6.00,2.48,10.0,7.3,1028.8
08.06.2020 02:40,342.00,5.60,2.21,10.0,7.0,1028.8
08.06.2020 03:40,351.00,5.40,2.04,9.1,6.9,1029.0
08.06.2020 04:40,345.00,4.60,2.13,10.0,7.0,1029.1
08.06.2020 05:40,342.00,4.50,2.06,9.1,7.1,1029.4
08.06.2020 06:40,345.00,4.30,1.80,10.0,6.8,1029.3
08.06.2020 07:40,348.00,3.50,1.74,10.0,6.7,1029.5
08.06.2020 08:40,357.00,3.20,1.98,9.1,7.2,1029.3
08.06.2020 09:40,355.00,2.30,1.86,9.1,7.1,1028.7
08.06.2020 10:40,15.00,1.80,1.87,10.0,7.2,1028.5
08.06.2020 11:40,344.00,1.50,2.09,9.1,7.3,1028.6
08.06.2020 12:40,352.00,0.70,1.91,10.0,7.2,1028.4
08.06.2020 13:40,236.00,0.20,1.92,9.1,7.2,1028.5
08.06.2020 14:40,266.00,0.90,2.03,9.1,7.6,1028.7
08.06.2020 15:40,243.00,1.70,1.84,8.3,7.2,1028.7
08.06.2020 16:40,229.00,1.90,1.78,9.1,7.2,1028.7
08.06.2020 17:40,240.00,3.00,1.62,9.1,7.0,1028.7
08.06.2020 18:40,252.00,3.10,1.55,8.3,7.2,1028.9
08.06.2020 19:40,241.00,3.20,1.47,9.1,7.3,1028.7
08.06.2020 20:40,232.00,4.00,1.46,9.1,7.8,1028.5
08.06.2020 21:40,224.00,4.60,1.35,9.1,7.3,1028.2
08.06.2020 22:40,229.00,4.80,1.16,19.1,6.7,1027.9
08.06.2020 23:40,229.00,5.30,1.29,8.3,6.9,1027.5
09.06.2020 00:40,228.00,5.70,1.14,13.8,5.9,1027.3
09.06.2020 01:40,236.00,5.80,1.16,12.9,6.0,1026.8
09.06.2020 02:40,233.00,6.10,1.24,19.1,6.2,1026.5
09.06.2020 03:40,232.00,6.20,1.11,13.8,5.4,1026.3
09.06.2020 04:40,232.00,6.50,1.21,19.1,5.7,1026.1
09.06.2020 05:40,229.00,6.30,1.26,19.1,5.6,1026.3
09.06.2020 06:40,235.00,6.40,1.24,13.8,5.2,1026.1
09.06.2020 07:40,232.00,6.30,1.27,13.8,5.5,1025.7
09.06.2020 08:40,236.00,6.60,1.14,19.1,5.1,1025.6
09.06.2020 09:40,244.00,6.90,1.24,13.8,5.2,1025.4
09.06.2020 10:40,236.00,6.60,1.21,17.4,5.4,1024.8
09.06.2020 11:40,238.00,6.60,1.16,17.4,5.2,1024.6
09.06.2020 12:40,238.00,5.90,1.23,17.4,5.2,1024.4
09.06.2020 13:40,232.00,6.00,1.22,19.1,5.4,1024.3
09.06.2020 14:40,231.00,6.30,1.20,13.8,5.4,1024.3
09.06.2020 15:40,233.00,5.70,1.27,17.4,5.6,1024.6
09.06.2020 16:40,235.00,5.70,1.34,17.4,5.7,1024.9
09.06.2020 17:40,230.00,5.20,1.44,17.4,6.2,1024.8
09.06.2020 18:40,228.00,5.20,1.38,17.4,5.7,1024.8
09.06.2020 19:40,215.00,5.20,1.31,6.7,5.5,1024.8
09.06.2020 20:40,216.00,5.20,1.44,17.4,6.0,1024.5
09.06.2020 21:40,215.00,5.50,1.31,17.4,5.8,1024.4
09.06.2020 22:40,222.00,5.00,1.44,7.1,5.8,1024.2
09.06.2020 23:40,227.00,5.40,1.43,7.7,5.9,1023.9
10.06.2020 00:40,225.00,5.20,1.47,7.1,6.0,1023.6
10.06.2020 01:40,225.00,5.60,1.43,7.7,5.9,1023.4
10.06.2020 02:40,225.00,5.90,1.41,7.1,5.8,1023.2
10.06.2020 03:40,224.00,5.30,1.47,7.1,5.9,1023.3
10.06.2020 04:40,218.00,5.70,1.39,7.7,5.8,1023.3
10.06.2020 05:40,215.00,5.40,1.41,7.7,5.8,1023.5
10.06.2020 06:40,227.00,4.90,1.41,7.1,5.8,1023.4
10.06.2020 07:40,223.00,5.30,1.35,17.4,6.0,1023.2
10.06.2020 08:40,216.00,5.20,1.36,7.7,5.9,1022.8
10.06.2020 09:40,231.00,5.80,1.39,7.7,5.9,1022.3
10.06.2020 10:40,231.00,5.70,1.27,17.4,5.9,1021.9
10.06.2020 11:40,224.00,4.30,1.26,16.0,5.7,1021.3
10.06.2020 12:40,223.00,4.70,1.18,16.0,5.9,1020.9
10.06.2020 13:40,217.00,4.50,1.26,16.0,6.0,1020.7
10.06.2020 14:40,237.00,5.80,1.29,16.0,5.8,1020.9
10.06.2020 15:40,224.00,4.80,1.16,16.0,5.6,1020.9
10.06.2020 16:40,231.00,4.80,1.36,8.3,5.9,1021.1
10.06.2020 17:40,242.00,4.80,1.28,8.3,5.9,1021.1
10.06.2020 18:40,330.00,4.50,1.43,16.0,6.3,1021.3
10.06.2020 19:40,335.00,4.00,1.37,8.3,6.5,1021.5
10.06.2020 20:40,20.00,1.90,1.35,16.0,6.5,1021.4
10.06.2020 21:40,343.00,2.20,1.27,9.1,6.6,1021.4
10.06.2020 22:40,317.00,1.90,1.37,9.1,6.9,1021.4
10.06.2020 23:40,315.00,2.80,1.35,9.1,7.2,1021.4
11.06.2020 00:40,355.00,1.50,1.33,9.1,7.2,1020.7
11.06.2020 01:40,67.00,1.70,1.43,9.1,7.5,1020.5
11.06.2020 02:40,315.00,1.60,1.43,9.1,7.2,1020.6
11.06.2020 03:40,299.00,2.40,1.36,9.1,7.1,1020.6
11.06.2020 04:40,234.00,1.00,1.51,11.4,7.5,1020.6
11.06.2020 05:40,126.00,2.00,1.56,11.4,7.6,1020.3
11.06.2020 06:40,225.00,1.30,1.38,10.8,7.7,1020.6
11.06.2020 07:40,263.00,2.30,1.68,10.0,7.7,1020.4
11.06.2020 08:40,285.00,1.80,1.94,10.8,8.5,1020.0
11.06.2020 09:40,290.00,2.00,1.75,10.0,8.2,1019.7
11.06.2020 10:40,302.00,1.90,1.71,10.8,8.0,1019.2
11.06.2020 11:40,318.00,1.90,1.81,10.0,8.1,1018.8
11.06.2020 12:40,304.00,1.20,1.81,10.0,8.3,1018.5
11.06.2020 13:40,4.00,1.10,1.80,10.0,8.4,1018.8
11.06.2020 14:40,46.00,2.70,2.01,10.0,8.7,1019.0
11.06.2020 15:40,46.00,2.90,1.78,10.8,8.3,1018.8
11.06.2020 16:40,21.00,2.20,1.69,11.4,8.3,1019.5
11.06.2020 17:40,71.00,3.80,1.82,10.0,8.4,1019.1
11.06.2020 18:40,70.00,3.60,1.64,10.8,8.2,1019.2
11.06.2020 19:40,78.00,2.70,1.55,10.0,8.1,1019.3
11.06.2020 20:40,58.00,3.10,1.76,10.8,8.5,1018.8
11.06.2020 21:40,47.00,3.90,1.55,10.8,8.4,1018.8
11.06.2020 22:40,103.00,2.20,1.51,10.0,7.9,1018.7
11.06.2020 23:40,58.00,3.70,1.42,10.0,8.0,1018.4
12.06.2020 00:40,23.00,3.20,1.59,10.0,7.7,1018.5
12.06.2020 01:40,341.00,10.00,1.81,10.0,6.3,1018.3
12.06.2020 02:40,337.00,10.10,1.86,10.0,5.5,1018.9
12.06.2020 03:40,357.00,8.20,1.89,10.0,5.7,1019.6
12.06.2020 04:40,5.00,8.60,1.80,10.0,6.0,1019.7
12.06.2020 05:40,348.00,8.20,1.91,10.0,6.1,1020.6
12.06.2020 06:40,341.00,8.20,2.03,10.0,6.2,1021.0
12.06.2020 07:40,344.00,8.80,2.11,9.1,6.6,1021.2
12.06.2020 08:40,352.00,8.30,1.97,10.0,6.3,1021.2
12.06.2020 09:40,342.00,8.00,1.95,11.4,6.2,1021.5
12.06.2020 10:40,336.00,7.60,1.87,12.1,6.3,1021.6
12.06.2020 11:40,335.00,7.60,1.72,11.4,6.0,1021.8
12.06.2020 12:40,337.00,7.70,1.87,11.4,6.2,1022.3
12.06.2020 13:40,342.00,7.60,1.79,10.8,6.3,1022.5
12.06.2020 14:40,341.00,7.70,1.84,11.4,5.8,1023.0
12.06.2020 15:40,342.00,7.00,1.79,11.4,5.9,1023.5
12.06.2020 16:40,336.00,5.90,1.83,10.8,6.0,1023.8
12.06.2020 17:40,332.00,5.30,1.76,11.4,5.9,1024.2
12.06.2020 18:40,328.00,4.90,1.81,11.4,6.4,1024.6
12.06.2020 19:40,334.00,4.10,1.80,10.8,6.6,1024.7
12.06.2020 20:40,331.00,4.30,1.96,10.0,7.0,1024.7
12.06.2020 21:40,312.00,3.70,2.18,10.8,7.5,1024.6
12.06.2020 22:40,292.00,3.70,1.92,10.0,7.4,1024.4
12.06.2020 23:40,276.00,4.50,1.79,10.0,7.3,1023.9
13.06.2020 00:40,266.00,4.60,2.00,10.0,7.7,1023.4
13.06.2020 01:40,250.00,4.80,1.72,9.1,7.2,1022.7
13.06.2020 02:40,251.00,5.50,1.85,10.0,7.2,1022.3
13.06.2020 03:40,251.00,6.10,1.85,10.0,7.1,1022.2
13.06.2020 04:40,252.00,7.60,1.78,10.0,6.5,1022.2
13.06.2020 05:40,251.00,7.60,1.86,10.0,6.1,1022.0
13.06.2020 06:40,242.00,7.80,1.80,10.0,6.0,1021.6
13.06.2020 07:40,239.00,7.70,1.65,8.3,5.6,1020.8
13.06.2020 08:40,227.00,7.90,1.67,10.0,5.5,1019.8
13.06.2020 09:40,232.00,9.30,1.68,17.4,5.5,1018.8
13.06.2020 10:40,230.00,9.70,1.78,5.3,5.4,1017.7
13.06.2020 11:40,234.00,9.90,1.90,5.3,5.4,1017.1
13.06.2020 12:40,252.00,8.90,1.84,5.9,5.5,1016.8
13.06.2020 13:40,255.00,7.90,1.95,6.7,5.6,1016.5
13.06.2020 14:40,270.00,8.40,1.97,6.7,5.7,1016.7
13.06.2020 15:40,279.00,7.70,2.05,7.7,5.9,1017.1
13.06.2020 16:40,296.00,7.60,2.16,7.7,5.9,1017.6
13.06.2020 17:40,301.00,6.80,2.15,8.3,6.0,1017.6
13.06.2020 18:40,293.00,6.90,2.12,8.3,6.2,1017.9
13.06.2020 19:40,302.00,8.00,2.39,8.3,6.3,1018.2
13.06.2020 20:40,298.00,8.10,2.15,8.3,6.2,1018.2
13.06.2020 21:40,295.00,8.00,2.12,8.3,5.9,1018.2
13.06.2020 22:40,304.00,7.80,2.42,8.3,6.4,1018.2
13.06.2020 23:40,310.00,8.30,2.28,9.1,6.3,1018.5
14.06.2020 00:40,310.00,8.20,2.19,9.1,6.3,1018.4
14.06.2020 01:40,303.00,8.00,2.20,9.1,6.3,1018.4
14.06.2020 02:40,308.00,7.90,2.46,8.3,6.4,1018.7
14.06.2020 03:40,306.00,9.10,2.33,9.1,6.2,1019.2
14.06.2020 04:40,305.00,8.30,2.39,10.0,6.2,1019.5
14.06.2020 05:40,316.00,8.10,2.20,10.0,6.1,1019.7
14.06.2020 06:40,320.00,8.40,2.33,9.1,6.4,1019.7
14.06.2020 07:40,320.00,7.60,2.13,9.1,6.1,1019.7
14.06.2020 08:40,326.00,7.40,2.29,9.1,6.5,1020.0
14.06.2020 09:40,330.00,6.20,2.27,9.1,6.4,1020.0
14.06.2020 10:40,324.00,6.80,2.21,9.1,6.6,1020.1
14.06.2020 11:40,330.00,7.10,1.89,8.3,6.2,1020.0
14.06.2020 12:40,329.00,5.90,1.91,8.3,6.3,1020.3
14.06.2020 13:40,308.00,7.50,1.88,9.1,6.2,1020.7
14.06.2020 14:40,318.00,6.50,1.96,9.1,6.2,1021.1
14.06.2020 15:40,325.00,5.00,1.93,9.1,6.2,1021.4
14.06.2020 16:40,323.00,4.70,1.71,9.1,6.1,1021.9
14.06.2020 17:40,308.00,3.90,1.81,9.1,6.5,1022.1
14.06.2020 18:40,297.00,2.30,1.81,9.1,6.2,1022.3
14.06.2020 19:40,272.00,3.50,1.71,9.1,6.4,1022.4
14.06.2020 20:40,266.00,4.00,1.77,9.1,6.7,1022.5
14.06.2020 21:40,259.00,4.50,1.57,9.1,6.5,1022.3
14.06.2020 22:40,265.00,5.60,1.46,8.3,6.2,1022.3
14.06.2020 23:40,267.00,5.80,1.37,8.3,5.8,1022.0
15.06.2020 00:40,267.00,6.40,1.47,9.1,5.9,1021.9
15.06.2020 01:40,263.00,5.70,1.46,9.1,5.9,1021.5
15.06.2020 02:40,277.00,6.50,1.32,9.1,5.5,1021.4
15.06.2020 03:40,295.00,6.00,1.40,8.3,5.7,1021.5
15.06.2020 04:40,296.00,6.80,1.38,7.1,5.5,1021.9
15.06.2020 05:40,288.00,5.70,1.41,8.3,5.6,1022.2
15.06.2020 06:40,291.00,6.80,1.46,8.3,5.6,1022.3
15.06.2020 07:40,292.00,6.30,1.47,7.7,5.5,1021.9
15.06.2020 08:40,286.00,6.10,1.36,8.3,5.4,1021.8
15.06.2020 09:40,283.00,6.50,1.44,8.3,5.7,1021.6
15.06.2020 10:40,288.00,5.40,1.68,8.3,6.0,1021.3
15.06.2020 11:40,295.00,6.10,1.53,7.7,5.8,1021.1
15.06.2020 12:40,322.00,7.00,1.53,7.7,5.8,1021.5
15.06.2020 13:40,312.00,5.70,1.50,7.7,5.8,1021.7
15.06.2020 14:40,302.00,4.70,1.38,7.7,5.4,1021.7
15.06.2020 15:40,292.00,5.40,1.54,8.3,6.0,1022.2
15.06.2020 16:40,325.00,6.40,1.44,7.7,5.7,1022.7
15.06.2020 17:40,323.00,6.10,1.42,8.3,5.6,1023.0
15.06.2020 18:40,309.00,5.90,1.56,8.3,5.7,1023.1
15.06.2020 19:40,305.00,6.00,1.57,9.1,5.8,1023.4
15.06.2020 20:40,307.00,6.50,1.59,9.1,6.0,1023.5
15.06.2020 21:40,313.00,5.80,1.52,8.3,5.7,1023.6
15.06.2020 22:40,319.00,6.40,1.55,7.7,5.8,1023.7
15.06.2020 23:40,306.00,6.60,1.62,8.3,6.0,1023.6
16.06.2020 00:40,310.00,6.90,1.70,8.3,5.9,1023.5
16.06.2020 01:40,313.00,7.00,1.67,8.3,5.9,1023.4
16.06.2020 02:40,317.00,8.00,1.73,8.3,5.7,1023.5
16.06.2020 03:40,313.00,8.20,1.72,8.3,5.7,1023.7
16.06.2020 04:40,315.00,8.10,1.71,9.1,5.5,1023.8
16.06.2020 05:40,328.00,7.80,1.75,8.3,5.5,1024.1
16.06.2020 06:40,325.00,8.10,1.73,8.3,5.4,1024.4
16.06.2020 07:40,324.00,8.30,1.88,8.3,5.6,1024.3
16.06.2020 08:40,320.00,6.70,1.82,5.9,5.6,1024.4
16.06.2020 09:40,329.00,7.60,1.93,8.3,5.9,1024.1
16.06.2020 10:40,332.00,9.20,1.86,9.1,5.7,1024.0
16.06.2020 11:40,330.00,8.10,1.91,7.1,5.9,1024.1
16.06.2020 12:40,327.00,10.10,2.08,7.7,5.7,1024.3
16.06.2020 13:40,323.00,9.80,2.14,9.1,5.8,1024.7
16.06.2020 14:40,332.00,8.90,2.18,9.1,6.0,1025.1
16.06.2020 15:40,328.00,8.90,2.30,8.3,6.0,1025.4
16.06.2020 16:40,347.00,8.60,2.33,9.1,6.1,1025.7
16.06.2020 17:40,346.00,8.30,2.31,10.0,6.3,1026.1
16.06.2020 18:40,348.00,8.10,2.57,10.8,6.6,1026.3
16.06.2020 19:40,336.00,9.70,2.70,10.0,6.8,1026.6
16.06.2020 20:40,332.00,8.60,2.79,10.8,7.0,1026.6
16.06.2020 21:40,342.00,9.00,3.03,11.4,7.3,1026.7
16.06.2020 22:40,344.00,8.20,3.16,11.4,7.4,1026.6
16.06.2020 23:40,341.00,8.80,2.95,11.4,7.0,1026.5
17.06.2020 00:40,339.00,8.00,3.01,12.1,7.3,1026.7
17.06.2020 01:40,346.00,8.80,2.82,11.4,7.1,1026.6
17.06.2020 02:40,342.00,8.90,2.81,11.4,7.1,1026.8
17.06.2020 03:40,349.00,9.40,2.53,10.0,6.7,1026.9
17.06.2020 04:40,348.00,9.00,2.76,10.0,7.0,1027.1
17.06.2020 05:40,348.00,8.10,2.58,11.4,6.7,1027.6
17.06.2020 06:40,353.00,9.50,2.69,11.4,6.8,1027.6
17.06.2020 07:40,347.00,8.70,2.34,10.0,6.2,1027.5
17.06.2020 08:40,349.00,8.50,2.29,10.0,6.0,1027.4
17.06.2020 09:40,357.00,8.70,2.51,10.8,6.5,1027.3
17.06.2020 10:40,350.00,8.90,2.32,9.1,6.2,1026.9
17.06.2020 11:40,359.00,9.00,2.39,10.0,6.1,1026.7
17.06.2020 12:40,347.00,9.60,2.39,10.0,6.3,1026.8
17.06.2020 13:40,355.00,9.10,2.53,9.1,6.3,1027.0
17.06.2020 14:40,359.00,10.70,2.27,10.0,6.0,1027.0
17.06.2020 15:40,1.00,9.50,2.42,10.0,6.2,1026.8
17.06.2020 16:40,3.00,9.50,2.42,10.0,6.0,1027.3
17.06.2020 17:40,355.00,9.20,2.21,8.3,5.8,1027.3
17.06.2020 18:40,355.00,9.10,2.17,10.0,5.9,1027.6
17.06.2020 19:40,360.00,9.60,2.42,9.1,6.0,1027.7
17.06.2020 20:40,354.00,9.00,2.33,9.1,5.9,1027.4
17.06.2020 21:40,1.00,9.90,2.15,10.0,5.8,1027.1
17.06.2020 22:40,4.00,9.60,2.08,6.7,5.7,1027.0
17.06.2020 23:40,1.00,9.30,2.15,9.1,5.7,1026.7
18.06.2020 00:40,3.00,9.60,2.12,6.7,5.7,1026.2
18.06.2020 01:40,3.00,10.00,2.23,7.1,5.7,1025.7
18.06.2020 02:40,5.00,10.20,1.96,6.2,5.5,1025.8
18.06.2020 03:40,353.00,10.30,2.40,6.7,5.7,1026.0
18.06.2020 04:40,357.00,11.00,2.38,6.2,5.7,1025.9
18.06.2020 05:40,355.00,10.30,2.37,6.2,5.7,1026.1
18.06.2020 06:40,353.00,9.90,2.44,6.7,5.7,1026.1
18.06.2020 07:40,351.00,10.40,2.39,6.2,5.7,1025.8
18.06.2020 08:40,354.00,9.70,2.32,6.7,5.5,1025.4
18.06.2020 09:40,352.00,9.70,2.32,7.1,5.6,1025.1
18.06.2020 10:40,350.00,10.10,2.48,7.7,5.8,1024.7
18.06.2020 11:40,351.00,10.00,2.44,7.7,5.8,1024.4
18.06.2020 12:40,352.00,10.40,2.50,7.1,5.9,1024.1
18.06.2020 13:40,352.00,10.00,2.56,7.7,5.9,1024.1
18.06.2020 14:40,355.00,10.00,2.53,7.1,5.9,1024.1
18.06.2020 15:40,350.00,10.50,2.54,7.7,6.0,1024.1
18.06.2020 16:40,352.00,9.40,2.66,8.3,6.1,1024.0
18.06.2020 17:40,352.00,10.10,2.50,9.1,6.0,1023.7
18.06.2020 18:40,354.00,10.80,2.55,8.3,6.1,1023.7
18.06.2020 19:40,350.00,9.60,2.64,8.3,6.0,1023.5
18.06.2020 20:40,346.00,9.70,2.56,8.3,6.1,1023.4
18.06.2020 21:40,347.00,11.00,2.45,9.1,6.0,1023.1
18.06.2020 22:40,347.00,10.00,2.70,9.1,6.3,1022.9
18.06.2020 23:40,351.00,9.30,2.56,9.1,6.0,1022.6
19.06.2020 00:40,347.00,9.80,2.61,9.1,6.3,1022.2
19.06.2020 01:40,351.00,9.60,2.75,10.0,6.7,1021.8
19.06.2020 02:40,350.00,8.70,2.76,8.3,6.4,1021.7
19.06.2020 03:40,348.00,9.40,2.77,9.1,6.6,1021.4
19.06.2020 04:40,350.00,8.70,2.79,9.1,6.5,1021.6
