"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
10.11.2020 14:40,294.00,4.80,1.42,9.1,5.9,1027.0
10.11.2020 15:40,278.00,3.90,1.49,9.1,6.0,1026.9
10.11.2020 16:40,17.00,3.40,1.51,8.3,6.1,1027.2
10.11.2020 17:40,38.00,2.60,1.47,8.3,6.3,1027.1
10.11.2020 18:40,40.00,3.70,1.40,7.1,6.2,1026.8
10.11.2020 19:40,54.00,3.60,1.49,8.3,6.3,1026.1
10.11.2020 20:40,107.00,2.70,1.53,8.3,6.5,1025.3
10.11.2020 21:40,137.00,2.30,1.45,8.3,6.5,1024.5
10.11.2020 22:40,91.00,1.30,1.38,9.1,6.6,1024.0
10.11.2020 23:40,68.00,1.80,1.46,7.7,6.9,1023.9
11.11.2020 00:40,68.00,1.10,1.52,8.3,6.8,1023.7
11.11.2020 01:40,81.00,1.20,1.76,8.3,7.1,1023.1
11.11.2020 02:40,92.00,2.10,1.61,8.3,6.8,1022.9
11.11.2020 03:40,89.00,4.40,1.67,7.7,6.8,1022.8
11.11.2020 04:40,124.00,3.60,1.74,8.3,6.9,1022.9
11.11.2020 05:40,127.00,4.60,1.73,8.3,7.2,1022.8
11.11.2020 06:40,133.00,5.30,1.78,8.3,7.1,1022.6
11.11.2020 07:40,126.00,6.20,1.76,7.7,7.0,1021.9
11.11.2020 08:40,137.00,6.30,1.67,7.7,6.6,1021.4
11.11.2020 09:40,128.00,7.50,1.56,9.1,6.0,1020.8
11.11.2020 10:40,142.00,8.00,1.65,9.1,5.8,1020.5
11.11.2020 11:40,137.00,7.70,1.84,8.3,6.3,1020.0
11.11.2020 12:40,137.00,6.60,1.83,12.9,6.5,1019.9
11.11.2020 13:40,125.00,5.00,1.81,7.7,6.2,1019.9
11.11.2020 14:40,102.00,8.80,1.85,7.7,6.2,1019.2
11.11.2020 15:40,112.00,8.90,2.01,7.7,6.0,1019.4
11.11.2020 16:40,110.00,9.40,2.02,16.0,5.9,1019.6
11.11.2020 17:40,111.00,9.20,1.94,14.8,6.1,1019.9
11.11.2020 18:40,108.00,9.70,2.19,13.8,6.4,1019.9
11.11.2020 19:40,105.00,9.20,2.22,13.8,6.7,1020.2
11.11.2020 20:40,110.00,9.60,2.22,13.8,6.6,1019.5
11.11.2020 21:40,116.00,9.10,99.00,99.0,99.0,1019.0
11.11.2020 22:40,123.00,9.40,2.44,12.9,7.0,1018.7
11.11.2020 23:40,118.00,8.30,2.63,13.8,7.2,1018.9
12.11.2020 00:40,114.00,8.20,2.63,12.9,7.4,1018.9
12.11.2020 01:40,107.00,7.40,2.54,12.9,7.5,1019.2
12.11.2020 02:40,89.00,7.70,2.48,13.8,7.3,1019.6
12.11.2020 03:40,90.00,7.80,2.51,13.8,7.7,1020.0
12.11.2020 04:40,98.00,6.90,2.49,12.9,8.0,1019.9
12.11.2020 05:40,94.00,6.60,2.25,14.8,7.6,1020.3
12.11.2020 06:40,113.00,6.30,2.55,13.8,8.3,1020.4
12.11.2020 07:40,109.00,5.70,2.28,12.1,8.1,1020.7
12.11.2020 08:40,116.00,6.00,2.07,12.9,7.5,1020.0
12.11.2020 09:40,112.00,5.10,1.90,12.9,7.4,1020.1
12.11.2020 10:40,113.00,5.00,2.18,12.9,8.2,1019.8
12.11.2020 11:40,101.00,5.00,2.09,12.9,8.2,1019.8
12.11.2020 12:40,93.00,5.00,2.33,12.1,8.9,1019.7
12.11.2020 13:40,100.00,5.00,2.20,12.1,8.6,1019.9
12.11.2020 14:40,115.00,5.10,2.21,12.1,8.4,1019.5
12.11.2020 15:40,119.00,5.80,2.34,11.4,8.7,1019.4
12.11.2020 16:40,122.00,6.00,2.23,10.8,8.2,1019.9
12.11.2020 17:40,126.00,4.70,2.26,11.4,8.3,1020.8
12.11.2020 18:40,138.00,5.20,2.47,12.1,8.6,1020.6
12.11.2020 19:40,153.00,6.30,2.19,10.0,8.1,1020.0
12.11.2020 20:40,168.00,6.20,2.24,11.4,8.1,1019.4
12.11.2020 21:40,170.00,5.80,1.97,10.0,7.5,1018.8
12.11.2020 22:40,178.00,6.20,1.86,11.4,7.1,1018.3
12.11.2020 23:40,184.00,5.90,2.03,9.1,7.5,1018.1
13.11.2020 00:40,192.00,6.00,2.09,9.1,7.1,1017.9
13.11.2020 01:40,224.00,7.00,2.02,11.4,6.9,1018.1
13.11.2020 13:40,260.00,6.30,2.16,6.7,5.8,1014.9
13.11.2020 14:40,265.00,7.90,2.30,6.7,6.1,1015.4
13.11.2020 15:40,276.00,8.00,2.28,7.1,6.0,1015.8
13.11.2020 16:40,273.00,6.60,2.18,6.7,5.9,1017.2
13.11.2020 17:40,296.00,6.60,2.34,6.7,6.2,1018.1
13.11.2020 18:40,286.00,5.90,2.29,8.3,6.3,1018.6
13.11.2020 19:40,299.00,5.90,2.24,8.3,6.5,1019.8
13.11.2020 20:40,313.00,6.50,2.23,9.1,6.6,1020.0
13.11.2020 21:40,319.00,5.80,2.79,9.1,7.1,1020.6
13.11.2020 22:40,320.00,6.10,2.66,10.0,7.0,1021.3
13.11.2020 23:40,329.00,8.30,2.94,9.1,7.1,1022.1
14.11.2020 00:40,328.00,5.60,3.15,9.1,7.3,1022.9
14.11.2020 01:40,324.00,5.50,3.49,10.0,7.6,1023.2
14.11.2020 02:40,355.00,6.50,3.25,10.0,7.6,1023.7
14.11.2020 03:40,7.00,4.40,3.48,9.1,7.8,1024.4
14.11.2020 04:40,9.00,4.70,3.49,10.0,7.8,1025.1
14.11.2020 05:40,14.00,3.20,3.28,10.0,8.1,1025.9
14.11.2020 06:40,346.00,2.30,3.56,10.8,8.2,1026.4
14.11.2020 07:40,355.00,1.60,3.86,10.8,8.5,1026.2
14.11.2020 08:40,88.00,0.60,3.89,10.0,8.8,1026.0
14.11.2020 09:40,155.00,0.70,3.92,11.4,8.8,1026.0
14.11.2020 10:40,219.00,1.80,4.44,12.1,9.4,1026.1
14.11.2020 11:40,194.00,4.20,4.26,11.4,9.5,1025.4
14.11.2020 12:40,177.00,4.00,4.42,12.1,9.4,1025.2
14.11.2020 13:40,175.00,4.70,4.18,12.1,9.6,1025.2
14.11.2020 14:40,174.00,5.70,4.67,12.1,10.1,1024.7
14.11.2020 15:40,179.00,5.10,4.08,11.4,9.6,1024.8
14.11.2020 16:40,195.00,5.20,4.04,11.4,9.6,1025.0
14.11.2020 17:40,194.00,5.00,4.44,13.8,10.1,1024.7
14.11.2020 18:40,213.00,5.60,4.37,13.8,10.6,1025.0
14.11.2020 19:40,229.00,6.60,4.25,13.8,10.5,1024.6
14.11.2020 20:40,218.00,6.50,4.40,13.8,10.4,1023.6
14.11.2020 21:40,213.00,6.80,3.82,12.9,9.6,1022.7
14.11.2020 22:40,221.00,7.50,4.15,16.0,9.9,1022.3
14.11.2020 23:40,220.00,7.40,3.92,12.1,9.4,1021.8
15.11.2020 00:40,221.00,7.70,4.26,12.1,9.6,1021.4
15.11.2020 01:40,213.00,6.10,3.82,10.8,9.1,1021.1
15.11.2020 02:40,218.00,6.20,3.74,12.1,8.9,1021.4
15.11.2020 03:40,224.00,7.20,3.94,12.1,9.2,1021.5
15.11.2020 04:40,220.00,6.30,3.82,16.0,9.2,1021.7
15.11.2020 05:40,220.00,7.40,3.53,11.4,8.6,1022.0
15.11.2020 06:40,211.00,7.00,3.59,12.9,8.7,1021.8
15.11.2020 07:40,220.00,7.60,3.60,12.1,8.8,1021.8
15.11.2020 08:40,222.00,7.90,3.71,14.8,9.1,1021.7
15.11.2020 09:40,223.00,6.90,3.53,11.4,8.7,1021.4
15.11.2020 10:40,230.00,5.60,3.93,12.1,9.0,1021.5
15.11.2020 11:40,240.00,5.40,3.69,12.9,8.8,1021.4
15.11.2020 12:40,999.00,99.00,99.00,99.0,99.0,1021.3
15.11.2020 13:40,231.00,5.10,4.16,13.8,9.4,1021.4
15.11.2020 14:40,223.00,4.80,4.06,13.8,9.3,1021.4
15.11.2020 15:40,223.00,6.00,4.03,11.4,9.2,1021.8
15.11.2020 16:40,219.00,4.80,3.64,12.9,8.9,1022.1
15.11.2020 17:40,219.00,4.60,4.06,12.9,9.4,1022.2
15.11.2020 18:40,227.00,5.30,3.59,12.1,9.1,1022.3
15.11.2020 19:40,210.00,6.10,3.79,12.9,9.0,1021.8
15.11.2020 20:40,217.00,5.60,3.96,12.1,9.5,1021.1
15.11.2020 21:40,210.00,6.10,3.35,10.8,8.5,1020.0
15.11.2020 22:40,201.00,5.70,3.48,11.4,8.7,1019.5
15.11.2020 23:40,200.00,6.10,3.98,12.9,9.4,1019.3
16.11.2020 00:40,206.00,6.00,3.85,12.1,9.4,1019.2
16.11.2020 01:40,228.00,5.50,4.78,12.1,10.2,1019.2
16.11.2020 02:40,212.00,5.50,4.35,12.1,9.5,1019.1
16.11.2020 03:40,206.00,6.00,4.96,12.9,10.0,1019.1
16.11.2020 04:40,199.00,6.00,5.57,12.9,10.5,1018.7
16.11.2020 05:40,190.00,6.20,4.86,13.8,10.1,1018.6
16.11.2020 06:40,195.00,6.70,4.11,13.8,9.6,1018.2
16.11.2020 07:40,190.00,6.80,4.15,13.8,9.6,1017.7
16.11.2020 08:40,199.00,7.70,3.77,13.8,9.4,1016.8
16.11.2020 09:40,192.00,8.30,3.99,12.9,9.5,1016.2
16.11.2020 10:40,194.00,9.70,3.46,13.8,8.6,1015.5
16.11.2020 11:40,195.00,9.90,3.72,12.9,8.4,1014.4
16.11.2020 12:40,178.00,9.80,3.56,12.9,8.2,1013.1
16.11.2020 13:40,185.00,8.60,4.01,12.9,8.7,1012.9
16.11.2020 14:40,194.00,9.40,3.64,12.9,8.0,1012.5
16.11.2020 15:40,185.00,10.10,3.61,12.1,8.0,1011.7
16.11.2020 16:40,187.00,10.50,3.62,12.1,7.7,1011.3
16.11.2020 17:40,182.00,9.80,3.75,12.1,7.6,1010.6
16.11.2020 18:40,187.00,10.30,3.48,12.1,7.0,1010.0
16.11.2020 19:40,186.00,12.60,3.82,12.9,7.4,1008.9
16.11.2020 20:40,175.00,12.80,3.82,12.9,7.3,1006.1
16.11.2020 21:40,177.00,12.50,3.75,12.1,7.2,1004.4
16.11.2020 22:40,181.00,12.40,3.57,8.3,7.0,1003.8
16.11.2020 23:40,181.00,12.20,4.50,8.3,7.5,1002.6
17.11.2020 00:40,180.00,14.10,4.48,8.3,7.4,1001.0
17.11.2020 01:40,179.00,14.10,4.87,9.1,7.6,999.8
17.11.2020 02:40,207.00,9.80,4.59,10.0,7.7,1000.1
17.11.2020 03:40,198.00,12.10,4.55,10.0,7.7,999.0
17.11.2020 04:40,193.00,14.00,4.56,10.0,7.6,998.2
17.11.2020 05:40,192.00,13.50,4.64,10.8,7.7,997.6
17.11.2020 06:40,203.00,10.20,4.70,9.1,7.8,998.0
17.11.2020 07:40,217.00,10.20,4.46,11.4,7.8,998.1
17.11.2020 08:40,229.00,12.00,4.43,10.8,7.8,998.1
17.11.2020 09:40,257.00,10.70,4.44,11.4,8.0,999.3
17.11.2020 10:40,279.00,10.10,4.56,10.8,8.0,1000.6
17.11.2020 11:40,273.00,9.30,4.92,11.4,8.2,1001.7
17.11.2020 12:40,264.00,10.90,4.99,11.4,8.5,1002.8
17.11.2020 13:40,265.00,8.90,4.44,11.4,8.1,1003.5
17.11.2020 14:40,274.00,7.80,5.10,11.4,8.4,1004.5
17.11.2020 15:40,264.00,10.90,4.54,12.1,8.1,1006.0
17.11.2020 16:40,271.00,8.10,4.66,11.4,8.2,1006.7
17.11.2020 17:40,238.00,6.30,4.67,11.4,8.5,1007.2
17.11.2020 18:40,230.00,6.40,5.03,11.4,8.6,1007.7
17.11.2020 19:40,224.00,7.60,4.29,10.8,8.5,1007.8
17.11.2020 20:40,212.00,6.40,4.56,10.8,8.6,1007.6
17.11.2020 21:40,203.00,7.70,4.72,10.8,8.7,1007.4
17.11.2020 22:40,205.00,7.80,4.52,11.4,8.6,1007.2
17.11.2020 23:40,205.00,7.80,4.44,10.8,8.6,1007.4
18.11.2020 00:40,227.00,8.90,4.24,10.8,8.1,1007.3
18.11.2020 01:40,229.00,8.20,4.42,11.4,8.0,1007.4
18.11.2020 02:40,254.00,8.70,4.80,10.8,8.2,1007.6
18.11.2020 03:40,245.00,7.70,3.99,10.8,7.8,1008.0
18.11.2020 04:40,251.00,9.90,4.60,10.8,8.2,1008.0
18.11.2020 05:40,268.00,7.80,4.28,10.8,7.7,1008.9
18.11.2020 06:40,266.00,8.30,3.79,10.8,7.7,1008.9
18.11.2020 07:40,275.00,7.40,3.92,10.8,7.8,1009.5
18.11.2020 08:40,268.00,10.10,3.83,10.0,7.9,1010.1
18.11.2020 09:40,258.00,8.00,3.55,10.8,7.7,1010.1
18.11.2020 10:40,250.00,8.80,3.75,10.8,7.8,1010.7
18.11.2020 11:40,276.00,8.90,3.62,9.1,7.6,1011.2
18.11.2020 12:40,271.00,7.40,3.64,10.8,7.8,1011.5
18.11.2020 13:40,279.00,9.40,3.53,10.8,7.7,1012.1
18.11.2020 14:40,289.00,8.20,3.85,10.0,7.9,1012.9
18.11.2020 15:40,293.00,10.30,3.42,11.4,7.4,1013.8
18.11.2020 16:40,277.00,7.60,3.70,11.4,7.8,1015.0
18.11.2020 17:40,269.00,6.30,3.76,9.1,7.8,1015.6
18.11.2020 18:40,269.00,7.30,3.56,9.1,7.4,1016.2
18.11.2020 19:40,270.00,6.60,3.86,9.1,8.0,1016.7
18.11.2020 20:40,263.00,5.90,3.62,10.0,7.6,1016.8
18.11.2020 21:40,247.00,6.50,3.54,9.1,7.7,1017.1
18.11.2020 22:40,269.00,7.50,3.24,9.1,7.4,1017.5
18.11.2020 23:40,276.00,6.80,3.65,10.0,7.8,1018.0
19.11.2020 00:40,285.00,6.40,3.34,10.0,7.7,1018.3
19.11.2020 01:40,294.00,5.90,3.29,11.4,7.6,1019.2
19.11.2020 02:40,295.00,5.40,3.56,11.4,8.0,1019.9
19.11.2020 03:40,315.00,6.80,3.88,10.8,8.2,1021.2
19.11.2020 04:40,305.00,4.20,3.90,12.1,8.1,1021.7
19.11.2020 05:40,324.00,4.10,3.92,10.8,8.4,1022.5
19.11.2020 06:40,322.00,4.00,3.45,11.4,8.2,1022.9
19.11.2020 07:40,334.00,3.70,4.04,11.4,8.8,1023.3
19.11.2020 08:40,331.00,3.30,3.63,12.1,8.6,1023.8
19.11.2020 09:40,327.00,2.00,3.36,10.8,8.3,1024.4
19.11.2020 10:40,4.00,2.10,3.40,12.1,8.5,1024.5
19.11.2020 11:40,354.00,2.50,3.14,11.4,8.3,1024.7
19.11.2020 12:40,353.00,2.50,3.64,11.4,8.8,1025.0
19.11.2020 13:40,41.00,2.70,3.07,10.8,8.3,1025.6
19.11.2020 14:40,49.00,3.00,3.20,11.4,8.4,1026.0
19.11.2020 15:40,63.00,3.30,3.11,11.4,8.3,1026.3
19.11.2020 16:40,73.00,4.00,3.28,10.8,8.5,1027.1
19.11.2020 17:40,77.00,4.20,3.02,11.4,8.2,1027.8
19.11.2020 18:40,103.00,5.10,3.78,11.4,9.0,1027.9
19.11.2020 19:40,93.00,4.70,3.00,10.8,8.5,1028.0
19.11.2020 20:40,92.00,4.00,3.55,10.8,8.8,1027.7
19.11.2020 21:40,96.00,3.80,3.51,10.8,8.7,1027.3
19.11.2020 22:40,98.00,3.90,3.23,10.0,8.7,1027.0
19.11.2020 23:40,92.00,3.70,3.46,10.8,8.9,1026.8
20.11.2020 00:40,94.00,4.10,3.00,10.8,8.7,1027.0
20.11.2020 01:40,79.00,4.00,3.25,10.8,9.0,1027.4
20.11.2020 02:40,89.00,3.80,2.73,10.8,8.8,1027.6
20.11.2020 03:40,70.00,4.10,2.74,11.4,8.7,1027.9
20.11.2020 04:40,68.00,4.70,2.42,10.0,8.6,1028.3
20.11.2020 05:40,73.00,5.00,2.66,10.8,9.2,1028.6
20.11.2020 06:40,73.00,5.20,2.79,11.4,9.2,1028.9
20.11.2020 07:40,84.00,5.20,2.49,17.4,8.8,1028.8
20.11.2020 08:40,78.00,5.90,2.68,10.8,9.2,1028.5
20.11.2020 09:40,75.00,5.80,2.56,17.4,9.2,1028.5
20.11.2020 10:40,76.00,6.00,2.34,16.0,9.0,1028.5
20.11.2020 11:40,71.00,5.70,2.45,16.0,8.7,1028.7
20.11.2020 12:40,64.00,6.00,2.89,16.0,9.8,1028.5
20.11.2020 13:40,63.00,6.00,2.27,16.0,8.3,1028.7
20.11.2020 14:40,64.00,6.00,2.47,14.8,8.9,1028.8
20.11.2020 15:40,65.00,6.10,2.78,14.8,9.0,1029.3
20.11.2020 16:40,60.00,6.50,2.71,14.8,9.1,1029.6
20.11.2020 17:40,67.00,5.40,2.47,14.8,8.1,1030.3
20.11.2020 18:40,60.00,5.90,2.25,14.8,7.9,1030.2
20.11.2020 19:40,69.00,5.80,2.22,9.1,7.9,1030.0
20.11.2020 20:40,54.00,5.20,2.04,16.0,7.9,1029.4
20.11.2020 21:40,57.00,5.00,2.06,16.0,8.0,1029.2
20.11.2020 22:40,48.00,5.50,2.08,14.8,8.2,1028.6
20.11.2020 23:40,53.00,6.00,2.06,14.8,8.1,1028.5
21.11.2020 00:40,55.00,6.90,2.03,14.8,7.5,1028.3
21.11.2020 01:40,58.00,7.00,2.08,14.8,7.5,1028.9
21.11.2020 02:40,60.00,5.80,2.05,14.8,7.4,1029.3
21.11.2020 03:40,53.00,6.30,2.32,14.8,8.4,1029.5
21.11.2020 04:40,51.00,7.10,1.95,13.8,7.4,1029.5
21.11.2020 05:40,54.00,6.60,2.09,13.8,7.2,1029.4
21.11.2020 06:40,55.00,6.20,1.93,13.8,7.1,1029.6
21.11.2020 07:40,61.00,6.80,2.11,13.8,7.5,1029.1
21.11.2020 08:40,67.00,6.20,1.88,13.8,7.1,1028.9
21.11.2020 09:40,60.00,4.80,2.17,13.8,8.0,1028.8
21.11.2020 10:40,61.00,4.90,2.12,13.8,7.8,1028.3
21.11.2020 11:40,52.00,5.70,1.81,13.8,7.1,1027.7
21.11.2020 12:40,54.00,6.10,1.93,12.9,7.0,1027.2
21.11.2020 13:40,53.00,5.20,1.97,13.8,7.0,1027.3
21.11.2020 14:40,59.00,5.60,1.84,13.8,6.6,1027.5
21.11.2020 15:40,45.00,5.10,1.90,13.8,7.3,1028.0
21.11.2020 16:40,51.00,4.20,1.65,13.8,6.7,1028.4
21.11.2020 17:40,63.00,3.80,1.71,13.8,7.3,1028.5
21.11.2020 18:40,45.00,4.00,1.54,13.8,6.9,1028.4
21.11.2020 19:40,38.00,3.30,1.65,13.8,7.4,1028.2
21.11.2020 20:40,53.00,3.20,1.76,12.9,7.8,1027.1
21.11.2020 21:40,49.00,3.20,1.51,12.1,7.4,1026.6
21.11.2020 22:40,18.00,2.40,1.72,12.9,7.7,1026.3
21.11.2020 23:40,356.00,2.90,1.52,12.9,7.4,1025.9
22.11.2020 00:40,348.00,2.70,1.63,12.1,7.5,1025.7
22.11.2020 01:40,330.00,4.00,1.64,12.1,7.8,1025.9
22.11.2020 02:40,347.00,3.70,1.80,12.1,8.0,1025.8
22.11.2020 03:40,342.00,3.30,1.58,11.4,7.4,1025.8
22.11.2020 04:40,337.00,2.30,1.76,11.4,7.7,1025.7
22.11.2020 05:40,317.00,2.60,1.62,12.1,7.9,1025.6
22.11.2020 06:40,308.00,2.60,1.51,11.4,7.3,1025.6
22.11.2020 07:40,295.00,3.70,1.48,12.1,7.2,1025.5
22.11.2020 08:40,277.00,4.40,1.45,10.8,7.5,1025.1
22.11.2020 09:40,275.00,5.10,1.37,8.3,7.3,1024.7
22.11.2020 10:40,257.00,5.00,1.39,9.1,7.1,1024.0
22.11.2020 11:40,261.00,4.90,1.40,12.9,7.0,1023.5
22.11.2020 12:40,267.00,6.20,1.31,11.4,6.2,1023.2
22.11.2020 13:40,266.00,5.70,1.33,12.9,6.0,1022.9
22.11.2020 14:40,249.00,5.00,1.31,12.1,6.0,1022.7
22.11.2020 15:40,246.00,4.90,1.38,11.4,7.0,1022.4
22.11.2020 16:40,236.00,4.60,1.31,12.1,6.6,1022.4
22.11.2020 17:40,237.00,4.70,1.31,12.9,6.9,1022.3
22.11.2020 18:40,263.00,6.90,1.26,14.8,6.4,1022.1
22.11.2020 19:40,294.00,6.10,1.51,12.9,6.7,1021.8
22.11.2020 20:40,329.00,8.40,1.55,12.1,6.3,1021.5
22.11.2020 21:40,335.00,8.30,1.74,13.8,6.6,1021.2
22.11.2020 22:40,339.00,7.40,2.04,11.4,6.6,1021.1
22.11.2020 23:40,338.00,9.00,1.95,12.9,6.2,1021.1
23.11.2020 00:40,345.00,8.00,2.11,10.8,6.5,1021.6
23.11.2020 01:40,337.00,7.50,2.23,14.8,6.8,1021.8
23.11.2020 02:40,330.00,9.20,2.23,16.0,6.5,1022.4
23.11.2020 03:40,326.00,8.50,2.46,14.8,7.0,1022.8
23.11.2020 04:40,324.00,7.00,2.49,14.8,7.2,1022.9
23.11.2020 05:40,318.00,7.20,2.61,14.8,7.9,1022.9
23.11.2020 06:40,303.00,5.10,2.59,14.8,8.0,1022.8
23.11.2020 07:40,288.00,5.60,2.43,14.8,7.7,1022.3
23.11.2020 08:40,272.00,5.70,2.83,13.8,8.6,1021.8
23.11.2020 09:40,277.00,8.80,2.88,12.9,8.5,1021.4
23.11.2020 10:40,317.00,5.70,2.74,13.8,8.0,1021.4
23.11.2020 11:40,321.00,7.20,3.00,12.9,8.3,1021.5
23.11.2020 12:40,337.00,8.70,3.09,12.9,8.2,1021.7
23.11.2020 13:40,346.00,8.40,3.05,12.9,7.8,1021.9
23.11.2020 14:40,344.00,8.10,3.01,13.8,7.7,1022.4
23.11.2020 15:40,336.00,8.50,2.89,12.9,7.2,1023.2
23.11.2020 16:40,352.00,6.30,2.82,14.8,7.2,1024.0
23.11.2020 17:40,339.00,8.00,2.89,13.8,7.3,1024.6
23.11.2020 18:40,339.00,7.40,2.76,14.8,7.1,1024.9
23.11.2020 19:40,355.00,5.00,2.78,13.8,7.2,1025.0
23.11.2020 20:40,346.00,4.70,2.86,13.8,7.3,1024.6
23.11.2020 21:40,346.00,5.20,2.71,10.0,7.5,1024.2
23.11.2020 22:40,338.00,5.30,2.60,13.8,7.5,1024.1
23.11.2020 23:40,333.00,5.80,2.82,13.8,7.8,1024.1
24.11.2020 00:40,325.00,5.20,2.81,13.8,8.0,1024.3
24.11.2020 01:40,337.00,4.80,2.99,12.9,8.1,1024.6
24.11.2020 02:40,337.00,5.30,3.70,12.9,9.0,1024.9
24.11.2020 03:40,352.00,3.90,3.38,12.1,8.8,1025.0
24.11.2020 04:40,349.00,5.40,3.41,12.1,8.9,1025.2
24.11.2020 05:40,352.00,3.50,3.18,12.1,8.4,1025.3
24.11.2020 06:40,337.00,3.60,3.46,12.1,8.5,1025.8
24.11.2020 07:40,343.00,3.70,2.95,11.4,8.2,1025.7
24.11.2020 08:40,331.00,3.00,3.14,12.1,8.6,1025.7
24.11.2020 09:40,337.00,4.20,3.13,11.4,8.6,1025.5
24.11.2020 10:40,309.00,3.50,3.04,11.4,8.7,1025.5
24.11.2020 11:40,312.00,5.80,2.92,10.8,8.2,1025.1
24.11.2020 12:40,313.00,4.80,2.93,12.9,8.6,1025.0
24.11.2020 13:40,313.00,6.70,2.77,12.9,8.0,1025.0
24.11.2020 14:40,325.00,4.40,2.73,12.9,8.2,1025.1
24.11.2020 15:40,340.00,4.50,3.15,12.9,8.8,1025.3
24.11.2020 16:40,307.00,3.40,2.94,12.9,8.9,1025.7
24.11.2020 17:40,340.00,4.20,2.80,13.8,8.5,1026.0
24.11.2020 18:40,328.00,3.50,2.87,12.1,8.9,1026.2
24.11.2020 19:40,301.00,4.00,3.00,12.1,9.1,1025.8
24.11.2020 20:40,301.00,4.10,2.48,11.4,8.4,1025.2
24.11.2020 21:40,268.00,3.50,2.95,12.1,9.3,1024.6
24.11.2020 22:40,271.00,4.10,3.01,12.1,9.3,1024.3
24.11.2020 23:40,283.00,5.40,2.80,11.4,9.0,1023.9
25.11.2020 00:40,284.00,5.30,2.96,12.1,9.1,1023.9
25.11.2020 01:40,333.00,10.30,3.06,11.4,8.8,1024.5
25.11.2020 02:40,334.00,11.30,3.02,12.9,8.0,1025.1
25.11.2020 03:40,334.00,9.60,3.05,12.1,7.3,1025.7
25.11.2020 04:40,337.00,10.60,3.35,12.9,7.5,1026.3
25.11.2020 05:40,337.00,9.90,3.53,12.1,7.8,1027.1
25.11.2020 06:40,344.00,10.60,3.47,12.1,7.2,1027.4
25.11.2020 07:40,338.00,9.40,3.69,13.8,7.8,1027.8
25.11.2020 08:40,350.00,9.20,3.58,14.8,7.7,1028.0
25.11.2020 09:40,344.00,9.10,3.81,13.8,8.0,1028.3
25.11.2020 10:40,343.00,9.00,3.62,14.8,8.4,1028.3
25.11.2020 11:40,338.00,9.00,4.01,16.0,8.5,1028.3
25.11.2020 12:40,348.00,7.80,4.27,16.0,8.9,1028.4
25.11.2020 13:40,343.00,8.60,4.67,14.8,9.1,1028.6
25.11.2020 14:40,339.00,8.30,4.67,12.9,9.5,1029.2
25.11.2020 15:40,334.00,9.00,4.86,12.9,9.4,1029.7
25.11.2020 16:40,345.00,8.40,4.96,16.0,9.6,1030.4
25.11.2020 17:40,359.00,5.80,4.95,13.8,9.4,1030.9
25.11.2020 18:40,340.00,5.90,5.59,16.0,10.1,1031.4
25.11.2020 19:40,321.00,4.50,5.30,16.0,10.4,1031.2
25.11.2020 20:40,347.00,7.60,5.99,17.4,10.8,1030.8
25.11.2020 21:40,325.00,6.40,5.47,16.0,10.9,1030.6
25.11.2020 22:40,333.00,7.30,5.17,17.4,10.6,1030.2
25.11.2020 23:40,342.00,9.00,5.95,17.4,11.5,1030.2
26.11.2020 00:40,339.00,5.50,5.32,17.4,10.7,1030.5
26.11.2020 01:40,338.00,6.80,5.31,16.0,11.0,1030.6
26.11.2020 02:40,354.00,8.50,4.74,16.0,10.0,1031.1
26.11.2020 03:40,343.00,5.80,5.60,16.0,11.0,1031.2
26.11.2020 04:40,356.00,6.40,5.17,16.0,10.8,1031.4
26.11.2020 05:40,356.00,8.10,4.58,16.0,10.1,1031.6
26.11.2020 06:40,11.00,4.80,4.91,16.0,10.3,1031.6
26.11.2020 07:40,6.00,7.00,4.37,16.0,10.0,1031.5
26.11.2020 08:40,12.00,6.80,4.49,14.8,10.3,1031.3
26.11.2020 09:40,23.00,4.30,4.55,14.8,10.5,1031.1
26.11.2020 10:40,22.00,5.90,4.03,14.8,9.9,1031.0
26.11.2020 11:40,27.00,5.60,4.53,14.8,10.4,1031.1
26.11.2020 12:40,31.00,5.80,4.21,13.8,10.2,1030.9
26.11.2020 13:40,39.00,4.40,4.00,14.8,9.6,1031.2
26.11.2020 14:40,25.00,6.30,4.24,14.8,10.2,1031.2
26.11.2020 15:40,29.00,5.40,3.66,13.8,9.3,1031.2
26.11.2020 16:40,18.00,4.90,4.30,13.8,9.8,1031.5
26.11.2020 17:40,31.00,7.00,3.71,13.8,9.3,1031.8
26.11.2020 18:40,24.00,5.90,3.46,12.9,8.9,1031.7
26.11.2020 19:40,33.00,5.70,3.59,13.8,9.4,1031.2
26.11.2020 20:40,19.00,5.20,3.79,13.8,9.5,1030.5
26.11.2020 21:40,32.00,6.40,3.41,12.9,9.3,1029.8
26.11.2020 22:40,47.00,6.30,3.42,12.9,9.2,1029.2
26.11.2020 23:40,35.00,5.60,2.98,13.8,8.6,1029.2
27.11.2020 00:40,41.00,6.30,3.24,12.9,9.1,1029.0
27.11.2020 01:40,32.00,5.90,3.25,12.9,8.9,1028.8
27.11.2020 02:40,43.00,5.00,2.99,12.9,8.6,1028.8
27.11.2020 03:40,32.00,5.60,2.68,12.9,8.5,1028.5
