"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","MWD (degT)","PRES (hPa)","ATMP (degC)","WTMP (degC)"
18.07.2022 11:50,10.00,7.00,1.90,7.0,6.0,17.00,1021.5,17.10,-9999.00
18.07.2022 12:00,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.00,18.30
18.07.2022 12:10,20.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.5,17.00,18.30
18.07.2022 12:20,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.10,18.30
18.07.2022 12:30,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.6,17.30,18.30
18.07.2022 12:40,10.00,8.00,1.80,-9999.0,5.8,40.00,1021.7,17.40,18.30
18.07.2022 12:50,10.00,8.00,1.80,7.0,5.8,40.00,1021.8,17.40,18.30
18.07.2022 13:00,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1021.9,17.40,18.30
18.07.2022 13:10,360.00,8.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.0,17.40,18.30
18.07.2022 13:20,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.0,17.40,18.30
18.07.2022 13:30,10.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.1,17.40,18.30
18.07.2022 13:40,10.00,7.00,1.90,-9999.0,6.0,25.00,1022.1,17.30,18.30
18.07.2022 13:50,10.00,7.00,1.90,7.0,6.0,25.00,1022.2,17.30,18.30
18.07.2022 14:00,20.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.2,17.30,18.30
18.07.2022 14:10,360.00,6.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.3,17.30,18.30
18.07.2022 14:20,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.5,17.30,18.30
18.07.2022 14:30,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.5,17.20,18.30
18.07.2022 14:40,360.00,7.00,1.70,-9999.0,5.8,29.00,1022.5,17.30,18.30
18.07.2022 14:50,360.00,7.00,1.70,7.0,5.8,29.00,1022.6,17.40,18.30
18.07.2022 15:00,360.00,7.00,-9999.00,-9999.0,-9999.0,-9999.00,1022.6,17.40,18.30
